"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"R31ZEIDQA7V1EL","Bob","I have used this product hardly five to 10 times after I have purchased the product in 6 months, as i didn't like the sound signature at all, i feel its kind of not worth at all spending 16k on it, now its not working.Previously i had the bose wired earphones, its the best in my collection, it has the best audio signature, everything is very well balanced, but this product is not the same.Unlike other products like Samsung or Sony etc.. its very hard to pair first of all, and its pairing mechanism stopped working after the ""red and white light blinking"" issue, it can't be fixed from our end. There is a official page on Bose website, asking users to follow troubleshooting steps for resolution,  and if its not fixed, they are asking to visit the service centre. Go and check yourself on Google once. I lost confidence and interest now on Bose, I totally regret my decision for purchasing the Bose quite comfort earbuds, i should have bought the Sony m5 or Samsung buds 2 pro. My earlier Samsung buds accidentally put into the washing machine and surprisingly still working.","Reviewed in India on 15 May 2023","Red and white light blinking issue","1.0 out of 5 stars","","16","Triple Black"
"R13E46R3R0EOTJ","Amazon Customer","Pros:1. best ANC: forget sony, forget momentum sen.2 everything, clear winner2. sound: it is good, but I think the treble and mids and sound stage imaging is not as good as momentum sen.2 .. like I pretty much like momentum sen.2 but these are like 98% of them if not 100%(in sound only). for sound i am telling you you will like momemtum sen.23. comfort: it is heavy, fits into the ear, but can come out.. you can feel them over your ears.  But still I can wear them for longer period of times(4-5 hours).doesn't hurt inner ear.4. design and case: bulky . but still i think this is pretty rare thing to count in 2020.5. battery: easily 6 hours in 1 go.6. call quality: this is one thing not available in momentum sen.2 and I dont think in any other earphones .. these are just awesome for calls. good battry good sound, god level anc.cons:sound: since I have momemtum sen.2, momemtum are the bestcomfort: since I have momemtum sen.2, those are very light and compact. Sometimes I find them in my ears :/biggest con!!! : you cannot control volume from these !!!!I recommend these overall. in terms of battery, anc and call quality(better than momemtum sen.2)","Reviewed in India on 26 November 2020","awsm for ANC","5.0 out of 5 stars","","0","Triple Black"
"R3QV6HDIIIL8NY","Sidharth Kandoth","Great bass, Great sound, Great ANC. U can feel the sound takes you to a different world. Comes with an amazing fit into ears.","Reviewed in India on 22 July 2023","Best purchase ever","5.0 out of 5 stars","","0","Triple Black"
"R1TNGN5ZH1947A","Malathi","Value for money.  Happy with product quality.","Reviewed in India on 4 September 2023","Awesome bose wireless earbud.","5.0 out of 5 stars","","0","Triple Black"
"R1XQW1YE4W91R1","Süê Babe","I am in love with bose always and foreverr... My first and only choice is BOSE","Reviewed in India on 8 August 2023","Quality of music is unmatchable. Hence the product cost....","5.0 out of 5 stars","","0","Triple Black"
"R3E2CHHG2D81SX","CSR","The sound quality is amazing. One of the best. But, dependability is a big issue. I bought one online and had to return it because of connectivity issues. A year later I purchased it from Croma where it was on an offer. I ignored the bulkiness, and the rather cheap build quality of the case and decided to put my money on the sound quality. Sadly, within 14 hours of purchase, one of the earbuds just stopped working. I had a very difficult time getting a refund on the product from Croma. Long story short, here's what you need to consider:1- If you are looking at ease of connectivity and reliability, and if you are on iOS, go for the Airpods Pro2- If it's an android that you are having, check out the Galaxy buds pro. They are simply awesome at the price point.3- But if you're willing to take a chance, then go for this4- If you don't want any of the well-known leading brands, you may want to consider the Momentum 3 TWSHope this helps.","Reviewed in India on 6 June 2022","Very unreliable performance","2.0 out of 5 stars","","7","Triple Black"
"R3FP9GH05OXEYG","Pradeep Kumar","Defective product no help from amazon side","Reviewed in India on 6 January 2024","Defective doesn't work","1.0 out of 5 stars","","0","Triple Black"
"R3AC3HQ8LY3XJ7","Ayush","Left earphone not working","Reviewed in India on 14 January 2024","Waste","1.0 out of 5 stars","","0","Triple Black"
"RA97B1AQDLYBV","Kindle Customer","They delivered me a faulty earbuds. I tried many devices for connection but was not successful. I updated and wasted my one day for resolving connection issue. It’s suggested to don’t buy this product. The company is not working on quality and customer support is also terrible. Keep away from Bose product. They don’t deserve even a single star. I am saying now “Big No” to Bose product. 😭😭","Reviewed in India on 2 November 2023","Don’t buy Bose product.","1.0 out of 5 stars","","0","Triple Black"
"R39AVTHFZ6IGNM","Sj","Within 1 month on the right ear bud loud distorted noise started. Didn’t expect this from bose product at all. Dissatisfied and disappointed.","Reviewed in India on 12 December 2023","Distorted noise on right ear bud.","1.0 out of 5 stars","","0","Triple Black"
"RSVNO1Z7VBZUV","Ajaz","Everything is so nice...NOICE CANCELATION is as expected and as you might have seen in reviews that these are best.BATTERY LIFE.. is nice .. i have to charge fully twice in a week.. (i attend 80 to 120 calls in a day, and youtube)These indeed are best in terms of noise cancelation.SOUND QUALITY is nothing which you can see in anything up to 25k things. (as i never exp. Anything beyond this price point)These almost feel like a expensive luxury headphones..The only thing i dont like about these that these sometime LAGs voice a much..like a MUCH. Approx 2 sec i noticed sometime..Mostly it occurs in games but sometime it happens into calls too.But i can live with it.Hopefully it will get cured in some update in future.But overall i loved these.. i was about to purchase sony and jabra 85t.But i saw those too now.. and i dont regret at all ..if u can affors it.. just go for it.","Reviewed in India on 14 January 2021","If you can Afford a cost.. then just go for it.. BEST in league","5.0 out of 5 stars","","2","Triple Black"
"R253NO61YV6DKT","Venkatesan Narayanan","Bose Quietcomfort Noise Cancelling Bluetooth Earbud offers excellent sound quality, superior noise cancellation and Bose experience.  This is my second Bose product (first was Wired Headphones) and I always wanted to have.  Its long lasting battery ensures that you can enjoy your favorite music and movies without worrying.  Excellent mic ensures clarity & comfort while attending long calls.  Highly recommended  for people on the go.","Reviewed in India on 28 December 2022","Bose experience assured","5.0 out of 5 stars","","3","Triple Black"
"R37Q4RH89EBWT2","sougat das","I use bose simply because of the stay here tips for my small ears. Which are very comfortable for long use. It doesn't enter the ear canal, just sits over it. Hence no listening fatigue. But by sound quality, song XM3. sounds better for less than half the price, with better app support. And clearbass technology, for low bass below 50Hz","Reviewed in India on 20 May 2022","Only reason to buy, stayhere tips. Comfortable for small ears, Sony XM3 sounds better.","4.0 out of 5 stars","","4","Triple Black"
"R2MFDF5EXAQPJF","Bajpai","I have been using it for about a week now and honestly speaking these are the true successors to QC20 Earphone the first ANC earphones from bose the QC30 were not upto the mark in the ANC department even the anc on these is not the same their is alot of backround software working controlling the ANC levels but the regardless the total amount of noise that it gets rid off is more than the QC30's for sure.","Reviewed in India on 22 April 2021","Better than QC30's","4.0 out of 5 stars","","0","Soapstone"
